幔,màn,mạn,rèm,,,,,,,
嶂,zhàng,chướng,vách đá/dãy núi,,,,,,,
幛,zhàng,chướng,trướng treo,,,,,,,
赙,fù,phụ,đóng góp chi phí tang lễ,,,,,,,
罂,yīng,anh,biến thể của 罌|罂[ying1] | chum đất có miệng nhỏ,,,,,,,
骷,kū,khô,dùng trong 骷髏|骷髅[ku1lou2],,,,,,,
骶,dǐ,để,(hình thức kết hợp) xương cùng,,,,,,,
鹘,gǔ|hú,cốt,chim cắt/chim di cư,,,,,,,
锲,qiè,khiết,cắt/khắc/chạm/đục/nghĩa bóng: đục đẽo,,,,,,,
锴,kǎi,khải,sắt chất lượng cao,,,,,,,
锶,sī,tư,stronti (hóa học),,,,,,,
锷,è,ngạc,lưỡi dao/sắc bén,,,,,,,
锸,chā,tráp,cái thuổng/cái xẻng,,,,,,,
锵,qiāng,thương,tiếng leng keng của chuông nhỏ,,,,,,,
镁,měi,mĩ,magiê (hoá học),,,,,,,
镂,lòu,lũ,khắc/chạm/thép cứng,,,,,,,
犒,kào,khao,"thưởng hoặc an ủi bằng quà tặng là thức ăn, đồ uống, v.v.",,,,,,,
箐,qìng,thiến,kéo cung tên tre hoặc nỏ,,,,,,,
箦,zé,trách,chiếu cói,,,,,,,
箧,qiè,khiếp,rương/hộp/hòm/vali/cặp tài liệu,,,,,,,
箍,gū,cô,cái đai/bó bằng đai,,,,,,,
箸,zhù,trợ | trứ,biến thể của 箸[zhu4] | (văn học) đũa,,,,,,,
箬,ruò,nhược,(tre)/vỏ tre,,,,,,,
箅,bì,bế,(dạng kết hợp) vỉ tre để hấp thực phẩm,,,,,,,
箪,dān,đan,giỏ tròn đựng cơm,,,,,,,
箔,bó,bạc,"lụa đan (từ cói, tre, v.v.)/giỏ tằm/lá kim loại/giấy bạc",,,,,,,
箜,kōng,không,dùng trong 箜篌[kong1 hou2],,,,,,,
箢,yuān,yuān,dùng trong 箢箕[yuan1 ji1] và 箢篼[yuan1 dou1]/phiên âm Đài Loan [wan3],,,,,,,
箓,lù,lục,sổ ghi chép, lưu trữ/bùa viết của Đạo giáo/tài liệu tiên tri chứng thực vận mệnh triều đại,,,,,,
毓,yù,dục,(văn học) sản sinh, bồi dưỡng, nuôi nấng,,,,,
僖,xī,hy,họ [Xi1] | thận trọng/vui vẻ/vui mừng,,,,,,,
儆,jǐng,cảnh,cảnh báo/khuyên răn,,,,,,,
僳,sù,túc,dân tộc Lisu ở Vân Nam,,,,,,,
僭,jiàn,tiếm,(hình thức ràng buộc) vượt quyền,,,,,,,
劁,qiāo,qiāo,thiến gia súc,,,,,,,
僮,tóng,đồng,"biến thể cũ của 壯|壮, dân tộc Choang ở Quảng Tây | người hầu trai",,,,,,,
魃,bá,bạt,yêu quái hạn hán,,,,,,,
魆,xū,huất,mờ, tối/chợt/bí mật/âm đọc ở Đài Loan: [xu4],,,,,,
睾,gāo,cao,(hình thức kết hợp) tinh hoàn,,,,,,,
艋,měng,mãnh,thuyền nhỏ,,,,,,,
鄱,pó,bà,tên một hồ,,,,,,,
膈,gé,cách,cơ hoành (giải phẫu) | (chỉ dùng trong 膈應|膈应[ge4 ying5]),,,,,,,
膑,bìn,tẫn,biến thể của 髕|髌[bin4],,,,,,,
鲑,guī,khuê,cá hồi/cá hồi vân,,,,,,,
鲔,wěi,vị,cá ngừ nhỏ/Euthynnus alletteratus,,,,,,,
鲚,jì,tễ,cá cháo biển (Coilia nasus),,,,,,,
鲛,jiāo,giao,(hình thức kết hợp) cá mập,,,,,,,
鲟,xún,tầm,cá tầm/Acipenser sturio,,,,,,,
獐,zhāng,chương,con mang/con hoẵng | biến thể của 獐[zhang1],,,,,,,
觫,sù,tốc,dùng trong 觳觫[hu2 su4],,,,,,,
雒,luò,lạc,ngựa đen bờm trắng/sợ hãi,,,,,,,
夤,yín,di,đêm khuya,,,,,,,
馑,jǐn,cận,thời kỳ đói kém hoặc mất mùa,,,,,,,
銮,luán,loan,hoàng gia,,,,,,,
塾,shú,thục,trường tư thục,,,,,,,
麽,mó,ma,nhỏ bé/không đáng kể | biến thể của 麼|么[me5],,,,,,,
瘌,là,lạt,bệnh ghẻ/bệnh tróc vảy da đầu,,,,,,,
瘊,hóu,hầu,mụn cóc,,,,,,,
瘘,lòu,lũ,rò luân/loét,,,,,,,
瘙,sào,sào,ngứa/thuật ngữ cũ chỉ bệnh ghẻ/tiếng Đài Loan đọc là [sao1],,,,,,,
廖,liào,liêu,họ [Liao4],,,,,,,
韶,sháo,thiều,họ [Shao2] | (âm nhạc)/xuất sắc/hài hòa,,,,,,,
旖,yǐ,y,cờ bay phấp phới,,,,,,,
膂,lǚ,lữ,xương sống/sức mạnh,,,,,,,
阚,kàn,hám,họ [Kan4] | nhìn thoáng qua/nhìn trộm,,,,,,,
鄯,shàn,thiện,tên một quận ở Tân Cương,,,,,,,
鲞,xiǎng,tưởng,cá khô,,,,,,,
粿,guǒ,quả,bánh gạo (thường làm từ bột gạo nếp và hấp),,,,,,,
粼,lín,lân,trong (như nước),,,,,,,
糁,sǎn|shēn,tảm,trộn (bột),,,,,,,
槊,shuò,sóc,giáo dài,,,,,,,
鹚,cí,tư | từ,dùng trong 鸕鶿|鸬鹚[lu2 ci2] | biến thể của 鶿|鹚[ci2],,,,,,,
熘,liū,lựu,xào nhanh/tương tự xào nhưng có thêm bột bắp/cũng viết 溜,,,,,,,
熥,tēng,thông,hâm nóng (thức ăn đã nấu) bằng cách nướng hoặc hấp/Phát âm ở Đài Loan: [tong1],,,,,,,
潢,huáng,hoàng,nhuộm giấy/hồ/ao/cuộn tranh,,,,,,,
漕,cáo,tào,vận chuyển (đặc biệt là lương thực) bằng đường thủy/(văn học) dòng nước, kênh rạch,,,,,,
滹,hū,hô,họ [Hu1]/tên một con sông,,,,,,,
漯,luò,tháp,tên một con sông,,,,,,,
漶,huàn,hoán,"(chữ viết, tranh v.v.) không rõ do hư hỏng (như hư hại do nước v.v.)/mờ/nhoè",,,,,,,
潋,liàn,liễm,đầy nước/máng nước,,,,,,,
潴,zhū,trư,vũng nước/ao,,,,,,,
漪,yī,y,gợn sóng,,,,,,,
漉,lù,lộc,lọc chất lỏng,,,,,,,
漳,zhāng,chương,sông Zhang ở Phúc Kiến,,,,,,,
漩,xuán,tuyền,xoáy nước/lốc xoáy/cũng đọc là [xuan4],,,,,,,
澉,gǎn,cảm,tên địa danh/rửa,,,,,,,
潍,wéi,duy,tên một con sông,,,,,,,
慵,yōng,thung,uể oải,,,,,,,
搴,qiān,khiên,nắm/bắt/kéo vạt áo lên,,,,,,,
窨,yìn,ấm,ướp trà với hoa/biến thể của 熏[xun1] | hầm,,,,,,,
寤,wù,ngụ,tỉnh dậy từ giấc ngủ,,,,,,,
綮,qìng,khể,cờ thêu,,,,,,,
谮,zèn,trấm,vu khống,,,,,,,
褡,dā,đáp,túi/áo không tay,,,,,,,
褙,bèi,bối,giấy hoặc vải dán lại với nhau,,,,,,,
褓,bǎo,bảo,biến thể của 褓[bao3] | vải để địu em bé sau lưng,,,,,,,
褛,lǚ,lũ,bẩn/rách nát,,,,,,,
褊,biǎn,biển,hẹp/gấp gáp,,,,,,,
谯,qiáo,tiếu,họ [Qiao2] | lầu trống | chế giễu/đổ lỗi,,,,,,,
谰,lán,lan,vu cáo,,,,,,,
谲,jué,quyệt,xảo trá,,,,,,,
暨,jì,kỵ,và/đạt đến/giới hạn,,,,,,,
屣,xǐ,tỉ,dép lê,,,,,,,
鹛,méi,méi,chim khướu (chim),,,,,,,
嫣,yān,yên,(văn học) xinh đẹp, ngọt ngào,,,,,,
嫱,qiáng,tường,nữ quan trong cung đình,,,,,,,
嫖,piáo,phiêu,đi mua dâm,,,,,,,
嫚,mān|màn,mạn,họ [Man4] | lăng mạ,,,,,,,
嫘,léi,luy,họ [Lei2],,,,,,,
嫡,dí,đích,"(hình thức kết hợp) của vợ cả, trái với thiếp (đối lập với 庶[shu4])",,,,,,,
鼐,nài,nãi,lư hương,,,,,,,
翟,dí|zhái,địch,"họ [Di2]/biến thể của 狄[Di2], tên gọi chung cho các dân tộc thiểu số phía bắc trong thời Tần và Hán (221 TCN-220 SCN) | họ [Zhai2] | chim trĩ đuôi dài",,,,,,,
瞀,mào,mậu,thị lực không rõ/mờ mịt,,,,,,,
鹜,wù,vụ,vịt,,,,,,,
骠,biāo|piào,phiếu,ngựa trắng,,,,,,,
缥,piāo,phiếu,dùng trong 縹渺|缥渺[piao1 miao3]/cách phát âm ở Đài Loan: [piao3] | (văn học) xanh nhạt/(văn học) vải lụa màu xanh nhạt,,,,,,,
缦,màn,man,lụa mỏng trơn/chậm/mộc mạc,,,,,,,
缧,léi,luy,(văn học) dây thừng dày dùng để trói phạm nhân,,,,,,,
缨,yīng,anh,"tua đồ trang trí/vật gì có hình dạng như tua (ví dụ: lá cây, v.v.)/ruy băng",,,,,,,
骢,cōng,thông,ngựa lông màu vàng nhạt,,,,,,,
缪,miào|miù|móu,mâu,họ [Miao4] | biến thể cũ của 繚|缭[liao3] | mu (chữ cái Hy Lạp Μμ) | lỗi, sai lầm (biến thể của 謬|谬[miu4]) | quấn quanh | biến thể cũ của 穆[mu4],,,,,,
缫,sāo,sào,rút tơ từ kén,,,,,,,
耦,ǒu,ngẫu,một cặp/bạn đời/một đôi/kết đôi/lưỡi cày,,,,,,,
耧,lóu,lâu,máy gieo hạt,,,,,,,
瑾,jǐn,cẩn,sự rực rỡ (của ngọc),,,,,,,
璜,huáng,hoàng,đồ trang sức ngọc hình bán nguyệt,,,,,,,
璀,cuǐ,thôi,độ sáng của ngọc,,,,,,,
璎,yīng,anh,vòng cổ,,,,,,,
璁,cōng,thông,đá giống ngọc,,,,,,,
璋,zhāng,chương,đồ trang sức bằng đá thời cổ đại,,,,,,,
璇,xuán,tuyền,(ngọc) | biến thể của 璇[xuan2],,,,,,,
奭,shì,thích,"họ [Shi4] | (văn học) uy nghiêm; tráng lệ/(văn học) đỏ thẫm, đậm/(văn học) tức giận; phẫn nộ",,,,,,,
髯,rán,nhiêm,biến thể cũ của 髯[ran2] | râu/ria,,,,,,,
髫,tiáo,thiều,(văn học) tóc xõa phía trước (kiểu tóc trẻ em),,,,,,,
撷,xié,hiệt,thu thập/Đài Loan phát âm [jie2],,,,,,,
撅,juē,quyệt,nhô ra/chìa ra/trề môi (cũng viết 噘)/làm người khác bối rối,,,,,,,
赭,zhě,giả,màu đất,,,,,,,
撸,lū,lū,(tiếng địa phương) xoa dọc theo sát tay/sa thải (một nhân viên)/khiển trách,,,,,,,
鋆,yún,quân,vàng,,,,,,,
撙,zǔn,tỗn,giảm bớt hoặc cắt giảm/kiềm chế/hạn chế,,,,,,,
撺,cuān,thoán,lao nhao/kích động/ném/vung/vội vàng/cơn thịnh nộ,,,,,,,
墀,chí,trì,sân,,,,,,,
聩,kuì,hội,điếc bẩm sinh/điếc/cù lần,,,,,,,
觐,jìn,cận,(lịch sử) yết kiến Hoàng đế,,,,,,,
鞑,dá,thát,Người Tartar/một bộ tộc ở Trung Quốc,,,,,,,
蕙,huì,huệ,Coumarouna odorata,,,,,,,
鞒,qiáo,qiáo,yên trước và yên sau của yên ngựa,,,,,,,
蕈,xùn,khuẩn,mốc/nấm,,,,,,,
蕨,jué,quyết,Pteridium aquilinum/dương xỉ,,,,,,,
蕤,ruí,nhuy,tua rua/đầy hoa,,,,,,,
蕞,zuì,tối,tập hợp/nhỏ,,,,,,,
蕺,jí,trấp,Houttuynia cordata,,,,,,,
瞢,méng,măng,thị lực mờ ảo/cảm thấy xấu hổ,,,,,,,
蕃,bō,phiền,xem 吐蕃[Tu3 bo1] | biến thể của 番[fan1]/nước ngoài (không phải Trung Quốc) | sum suê/phát triển mạnh/sinh sản/tăng nhanh,,,,,,,
蕲,qí,kì,(thảo dược)/cầu xin/cầu nguyện/tên địa danh,,,,,,,
赜,zé,trách,huyền bí,,,,,,,
槿,jǐn,cận,Hibiscus syriacus/phù du,,,,,,,
樯,qiáng,tường,cột buồm/cột | biến thể của 檣|樯[qiang2],,,,,,,
槭,qì,túc,cây phong/cũng đọc là [zu2]/cách đọc ở Đài Loan [cu4],,,,,,,
樗,chū,xư,họ cây nhuộm,,,,,,,
樘,táng,đường,một cây cột | cột/chân cửa/khung cửa sổ hoặc cửa ra vào/lượng từ cho cửa hoặc cửa sổ,,,,,,,
樊,fán,phiền,họ [Fan2] | lồng/hàng rào,,,,,,,
槲,hú,hộc,cây sồi Mông Cổ (Quercus dentata)/xem thêm 槲樹|槲树[hu2 shu4],,,,,,,
醌,kūn,côn,quinone (hóa học),,,,,,,
醅,pēi,phôi,rượu chưa lọc,,,,,,,
靥,yè,yếp,lúm đồng tiền,,,,,,,
魇,yǎn,yểm,gặp ác mộng,,,,,,,
餍,yàn,yếm,ăn no,,,,,,,
磔,zhé,trách,"thuật ngữ cũ cho nét sổ xiên phải trong chữ Hán (ví dụ, nét cuối của 大[da4]), nay gọi là 捺[na4]/âm thanh chim kêu (tượng thanh)/(văn học) phân thây (hình phạt)/mở ra",,,,,,,
磙,gǔn,cổn,lu/làm phẳng bằng lu,,,,,,,
霈,pèi,bái,mưa như trút nước,,,,,,,
辘,lù,lộc,tời quay,,,,,,,
龉,yǔ,ngữ,dùng trong 齟齬|龃龉[ju3 yu3],,,,,,,
龊,chuò,xúc,dùng trong 齷齪|龌龊[wo4 chuo4],,,,,,,
觑,qù,thứ,theo dõi/rình mò,,,,,,,
瞌,kē,khạp,ngủ gật/mơ màng,,,,,,,
瞋,chēn,sân,(văn học) trừng mắt giận dữ, nhìn trừng trừng,,,,,,
瞑,míng,minh,nhắm (mắt),,,,,,,
嘭,pēng,pēng,(từ tượng thanh) bùm,,,,,,,
噎,yē,ế,bị nghẹn (vì)/nghẹn lời/ngạt thở,,,,,,,
噶,gá,cát,phiên âm ga (dùng để phiên âm âm Tạng và Mông Cổ)/tiếng Tạng Ge: ngôn ngữ của Phật/(tiếng địa phương) trợ từ ngữ khí giống 了[le5] (đặc biệt ở Vân Nam),,,,,,,
颙,yóng,ngung,hoành tráng/oai vệ/nghiêm trang/nghiêm nghị,,,,,,,
暹,xiān,xiêm,bình minh,,,,,,,
噘,juē,quyết,bĩu môi/(phương ngữ) mắng,,,,,,,
踔,chuō,xước,vượt trội/sải bước/xuất sắc/tiếng Đài Loan phát âm [zhuo2],,,,,,,
踝,huái,hõa,mắt cá chân,,,,,,,
踟,chí,trì,chần chừ/không quyết định/do dự,,,,,,,
踒,wō,wō,trượt ngã và bong gân chân tay,,,,,,,
踬,zhì,chí,"vấp, ngã",,,,,,,
踮,diǎn,điểm,đứng nhón chân/phiên âm Đài Loan: [dian4],,,,,,,
踯,zhí,trịch,do dự/dừng lại,,,,,,,
踺,jiàn,jiàn,dùng trong 踺子[jian4 zi5],,,,,,,
踞,jù,cứ,dựa vào/ngồi xổm,,,,,,,
蝽,chūn,chūn,rệp,,,,,,,
蝾,róng,vinh,con kỳ giông,,,,,,,
蝻,nǎn,nam,châu chấu chưa trưởng thành,,,,,,,
蝰,kuí,khuê,dùng trong 蝰蛇[kui2 she2],,,,,,,
蝮,fù,phúc,côn trùng/rắn độc (cổ đại),,,,,,,
螋,sōu,sưu,dùng trong 蠼螋[qu2 sou1],,,,,,,
蝓,yú,du,dùng trong 蛞蝓[kuo4 yu2],,,,,,,
蝣,yóu,du,Ephemera strigata,,,,,,,
蝼,lóu,lâu,xem 螻蛄|蝼蛄[lou2 gu1],,,,,,,
噗,pū,phốc,(từ tượng thanh) bốp/plop/pfff/phành phạch của động cơ,,,,,,,
嘬,zuō,toát,(văn học) gặm/ăn ngấu nghiến | (khẩu ngữ) mút,,,,,,,
颚,è,ngạc,hàm/vòm miệng,,,,,,,
噍,jiào,tiếu,nhai,,,,,,,
噢,ō,úc,ồ, à (dùng để chỉ sự nhận ra)/cũng đọc là [ou4],,,,,,
噙,qín,cầm,ngậm (thường chỉ miệng hoặc mắt),,,,,,,
噜,lū,lỗ,càu nhàu/lắm chuyện,,,,,,,
噌,cēng,tăng,la mắng/vèo vèo! | âm thanh chuông v.v.,,,,,,,
噔,dēng,đăng,(từ tượng thanh) bịch, thụp,,,,,,
颛,zhuān,chuyên,họ [Zhuan1] | tốt/giản dị,,,,,,,
幞,fú,phốc,dùng trong 幞頭|幞头[fu2tou2]/biến thể của 袱[fu2]/cách phát âm ở Đài Loan: [pu2],,,,,,,
幡,fān,phiên,biểu ngữ,,,,,,,
嶙,lín,lân,những dãy đồi núi,,,,,,,
嶝,dèng,đặng,đường mòn lên núi,,,,,,,
骺,hóu,hầu,(giải phẫu) đầu xương,,,,,,,
骼,gé,cách,bộ xương,,,,,,,
骸,hái,hài,xương của cơ thể,,,,,,,
镊,niè,nhiếp,cái nhíp/kẹp/gắp/kìm/móc bằng nhíp/nhổ ra,,,,,,,
镉,gé,cách,cadmi (hoá học),,,,,,,
镌,juān,tuyên,khắc (trên gỗ hoặc đá)/khắc chữ,,,,,,,
镍,niè,niết,niken (hóa học),,,,,,,
镏,liú|liù,lưu,lutetium (hoá học) (Đài Loan),,,,,,,
镒,yì,dật,đơn vị trọng lượng cổ bằng 20 hoặc 24 lạng 兩|两[liang3],,,,,,,
镓,jiā,gia,gali (hóa học),,,,,,,
镔,bīn,tấn,thép tốt,,,,,,,
稷,jì,tắc,kê/Thần ngũ cốc được các vua chúa cổ đại thờ cúng/bộ trưởng nông nghiệp,,,,,,,
箴,zhēn,châm,cảnh báo/khuyên răn/biến thể của 針|针[zhen1],,,,,,,
篑,kuì,quỹ,giỏ đựng đất,,,,,,,
篁,huáng,hoàng,(tre)/lùm tre,,,,,,,
篌,hóu,hầu,dùng trong 箜篌[kong1 hou2],,,,,,,
篆,zhuàn,triện,con dấu (công vụ)/chữ triện (một kiểu thư pháp)/tiểu triện 小篆 và đại triện 大篆/viết bằng chữ triện,,,,,,,
牖,yǒu,dũ,khai sáng/cửa sổ mắt cáo,,,,,,,
儋,dān,đam,mang, vác,,,,,,
徵,zhǐ,trưng,"mời/tuyển mộ/thu (thuế)/trưng binh/hiện tượng/triệu chứng/dấu hiệu đặc trưng (dùng làm bằng chứng)/bằng chứng | nốt thứ 4 trong ngũ âm cổ đại của Trung Quốc 五音[wǔ yīn], tương ứng với nốt sol",,,,,,,
磐,pán,bàn,vững chắc/ổn định/đá tảng,,,,,,,
虢,guó,quắc,"họ [Guo2]/Quắc, một nhóm thân tộc có thành viên nắm giữ tước công trong lãnh thổ triều đại Chu, bao gồm Quắc Tây 西虢國|西虢国[Xi1 Guo2guo2] và Quắc Đông 東虢國|东虢国[Dong1 Guo2guo2]",,,,,,,
鹞,yào,diêu,chim ưng nhỏ/Accipiter nisus,,,,,,,
膘,biāo,phiêu,mỡ của động vật nuôi | biến thể của 膘[biao1],,,,,,,
滕,téng,đằng,chư hầu của nhà Chu ở Sơn Đông/quận Teng ở Sơn Đông/họ [Teng2],,,,,,,
鲠,gěng,ngạnh,mắc nghẹn vì một mẩu thức ăn | bị mắc nghẹn bởi thức ăn/(văn học) mắc xương cá trong họng,,,,,,,
鲡,lí,li,cá chình,,,,,,,
鲢,lián,liên,Hypophthalmichthys moritrix,,,,,,,
鲣,jiān,kiên,cá ngừ sọc dưa,,,,,,,
鲥,shí,thì,cá shad/Ilisha elongata,,,,,,,
鲧,gǔn,cổn,"biến thể của 鯀|鲧[Gun3] | Cổn, cha thần thoại của Đại Vũ 大禹[Da4 Yu3]",,,,,,,
鲩,huàn,cán,cá chép,,,,,,,
獗,jué,quyết,ngỗ ngược/thô lỗ,,,,,,,
獠,liáo,lão,dữ tợn/săn bắt/tên một bộ lạc,,,,,,,
觯,zhì,chí,ly có chân,,,,,,,
馓,sǎn,tản,dùng trong 饊子|馓子[san3 zi5],,,,,,,
馔,zhuàn,soạn,biến thể cũ của 饌|馔[zhuan4] | thức ăn/cao lương mỹ vị,,,,,,,
麾,huī,huy,cờ hiệu/ra hiệu,,,,,,,
廛,chán,triền,nơi buôn bán,,,,,,,
瘛,chì,xiết,dùng trong 瘛瘲|瘛疭[chi4zong4]/tiếng Đài Loan đọc là [qi4],,,,,,,
瘼,mò,mạc,đau khổ/bệnh tật,,,,,,,
瘢,bān,ban,vết/sẹo trên da,,,,,,,
瘠,jí,tích,cằn cỗi/gầy,,,,,,,
齑,jī,tê,thịt hoặc rau băm nhuyễn/dạng bột hoặc mảnh vụn,,,,,,,
羯,jié,yết,"Người Jie, một bộ tộc ở miền bắc Trung Quốc vào khoảng thế kỷ 4 | con cừu đực, đặc biệt là đã thiến/thiến/da thịt nai",,,,,,,
羰,tāng,thang,cacbonyl (gốc),,,,,,,
𥻗,chá,chá,(hình thức kết hợp) ngô xay thô,,,,,,,
遴,lín,lấn,họ [Lin2] | (văn học) tuyển chọn,,,,,,,
糌,zān,ta,"zanba, bánh mì lúa mạch Tây Tạng",,,,,,,
糍,cí,từ,bánh gạo nếp,,,,,,,
糅,róu,nhữu,trộn,,,,,,,
熜,cōng,cōng,ống khói (cũ) | ngọn đuốc làm từ rơm gai dầu (cũ),,,,,,,
熵,shāng,shāng,entropy (ký tự được tạo ra năm 1923),,,,,,,
熠,yì,dập,phát sáng/lóe lên,,,,,,,
澍,shù,chú,ẩm ướt/mưa kịp thời,,,,,,,
澌,sī,ti,cạn kiệt/làm cho hết sạch,,,,,,,
潸,shān,san,đẫm lệ,,,,,,,
潲,shào,sảo,mưa xối xả/rơi tạt,,,,,,,
鋈,wù,ốc,mạ-/mạ,,,,,,,
潟,xì,tích,đất mặn/đầm lầy muối,,,,,,,
潼,tóng,đồng,cao/tên một ải,,,,,,,
潺,chán,sàn,nước chảy/rỉ rả,,,,,,,
憬,jǐng,cảnh,thức tỉnh,,,,,,,
憧,chōng,sung,dùng trong 憧憬[chong1jing3]/dùng trong 憧憧[chong1chong1],,,,,,,
寮,liáo,liêu,Lào | túp lều/nhà tranh/cửa sổ nhỏ/biến thể của 僚[liao2],,,,,,,
窳,yǔ,dũ,xấu/vô dụng/yếu,,,,,,,
谳,yàn,nghiện,phán quyết tư pháp,,,,,,,
褴,lán,lam,quần áo rách rưới,,,,,,,
褟,tā,tháp,áo lót/may vào quần áo/xem thêm 禢[Ta4],,,,,,,
褫,chǐ,sỉ,tước bỏ/tước đoạt/bãi nhiệm/cách chức/cởi đồ,,,,,,,
谵,zhān,chiêm,(văn học) nói sảng, nói mê, bị mê sảng,,,,,
熨,yù|yùn,uất,hòa giải/êm dịu | bàn ủi/ủi quần áo,,,,,,,
屦,jù,lũ,dép sandals,,,,,,,
勰,xié,hiệp,hài hòa,,,,,,,
戮,lù,lục,gọt bằng dao/biến thể cũ của 戮[lu4] | giết,,,,,,,
蝥,máo,mâu,biến thể của 蟊[mao2],,,,,,,
缬,xié,hiệt,nút/thắt nút,,,,,,,
缮,shàn,thiện,sửa chữa/vá/chép lại/sao chép,,,,,,,
缯,zēng,tăng,họ [Zeng1] | vải lụa | buộc/thắt,,,,,,,
骣,chǎn,sạn,(văn học) cưỡi ngựa không yên,,,,,,,
畿,jī,kì,vùng lãnh thổ xung quanh kinh đô,,,,,,,
耩,jiǎng,giảng,cày/bừa/gieo,,,,,,,
耨,nòu,nậu,cái cuốc/cuốc/làm cỏ,,,,,,,
耪,pǎng,bảng,cuốc đất,,,,,,,
璞,pú,phác,ngọc chưa mài giũa,,,,,,,
璟,jǐng,cảnh,ánh sáng của ngọc,,,,,,,
靛,diàn,điện,chất màu chàm,,,,,,,
璠,fán,phan,(ngọc),,,,,,,
璘,lín,lân,độ sáng của đá quý,,,,,,,
聱,áo,ngao,khó phát âm,,,,,,,
螯,áo,ngao,càng/móng (cua)/kìm/nghẹ (cua)/Astacus fluviatilis,,,,,,,
髻,jì,kế,"tóc cuộn lên thành búi, búi tóc",,,,,,,
髭,zī,tì,ria mép,,,,,,,
髹,xiū,hưu,sơn mài đỏ/sơn mài,,,,,,,
擀,gǎn,cán,cán (bột vv),,,,,,,
熹,xī,hy,sáng/ấm áp,,,,,,,
甏,bèng,bạng,"chum thấp dùng để đựng rượu, nước sốt, v.v.",,,,,,,
擞,sǒu|sòu,tẩu,rung/lắc,,,,,,,
縠,hú,hộc,lụa mỏng mịn,,,,,,,
磬,qìng,khánh,"đá khánh, nhạc cụ gõ cổ đại làm từ các mảnh đá hoặc ngọc treo thành hàng và gõ như mộc cầm",,,,,,,
颞,niè,nhiếp,"xương thái dương (trên đầu người)/xem 顳顬|颞颥, thái dương",,,,,,,
蕻,hóng,hống,dùng trong 雪裡蕻|雪里蕻[xue3 li3 hong2]/Phiên âm Đài Loan [hong4] | (văn học) tươi tốt, phồn thịnh/(văn học) chồi/(phương ngữ) cọng dài của một số loại rau,,,,,,
鞘,qiào|shāo,sao,vỏ kiếm, bao,,,,,,
颟,mān,man,la cà,,,,,,,
薤,xiè,giới,Allium bakeri/hành tăm/hành lá,,,,,,,
薨,hōng,hoăng,cái chết của hoàng tử/bày đàn,,,,,,,
檠,qíng,kềnh,dụng cụ để nắn thẳng cung,,,,,,,
薏,yì,ý,xem 薏苡[yi4 yi3],,,,,,,
薮,sǒu,tẩu,đầm lầy/nơi tụ họp,,,,,,,
薜,bì,bệ,Cây vả bò,,,,,,,
薅,hāo,hao,nhổ cỏ/nắm hoặc túm chặt,,,,,,,
樾,yuè,việt,bóng râm của cây cối,,,,,,,
橛,jué,quyết,cái chốt/cột thấp | biến thể cũ của 橛[jue2],,,,,,,
橇,qiāo,khiêu,xe trượt tuyết/xe kéo tuyết,,,,,,,
樵,qiáo,tiều,củi/thu lượm củi,,,,,,,
檎,qín,cầm,(quả),,,,,,,
橹,lǔ,lǔ,biến thể của 櫓|橹[lu3] | biến thể cũ của 櫓|橹[lu3] | chèo đò (một mái chèo đơn chèo từ bên này sang bên kia ở đuôi thuyền) (từ tự do),,,,,,,
樽,zūn,tôn,ly/chai/bình rượu | biến thể của 樽[zun1],,,,,,,
樨,xī,tê,Osmanthus fragrans,,,,,,,
橼,yuán,duyên,Citrus medica,,,,,,,
墼,jī,kích,"(dạng kết hợp) gạch chưa nung/(dạng kết hợp) than bánh (làm từ than, v.v.)/cách đọc ở Đài Loan: [ji2]",,,,,,,
橐,tuó,thác,bao/ống mở hai đầu/(từ tượng thanh) tiếng bước chân,,,,,,,
翮,hé,cách,lông cán,,,,,,,
醛,quán,thuyên,andehit,,,,,,,
醐,hú,hồ,loại kem tinh khiết nhất,,,,,,,
醍,tí,thể,tinh dầu bơ,,,,,,,
醚,mí,mê,ete,,,,,,,
磲,qú,cừ,dùng trong 硨磲|砗磲[che1 qu2],,,,,,,
赝,yàn,nhạn,biến thể của 贗|赝[yan4] | giả,,,,,,,
殪,yì,ế,tiêu diệt,,,,,,,
霖,lín,lâm,mưa dầm liên tục,,,,,,,
霏,fēi,phi,tuyết rơi,,,,,,,
霓,ní,nghê,ve sầu Nhật Bản/biến thể cũ của 霓[ni2] | cầu vồng thứ cấp,,,,,,,
錾,zàn,tạm,chạm khắc,,,,,,,
辚,lín,lân,tiếng bánh xe rầm rập,,,,,,,
臻,zhēn,trăn,đạt đến/đạt tới (đặc biệt là hoàn thiện)/tột bậc/(dùng trong quảng cáo),,,,,,,
