Level,Hanzi,Pinyin,Sino_Vietnamese,Traditional,POS,Examples,Viet_Meaning,English_Meaning
7-9,缓和,huǎnhé,hoãn hòa,緩和,V/Adj,,làm dịu (căng thẳng)/giảm nhẹ/tiết chế/xoa dịu/làm cho nhẹ nhàng hơn,to ease (tension); to alleviate; to moderate; to allay; to make more mild
7-9,缓缓,huǎnhuǎn,hoãn hoãn,緩緩,Adv,,một cách chậm rãi/không vội vã/từng chút một,slowly; unhurriedly; little by little
7-9,缓慢,huǎnmàn,hoãn mạn,緩慢,Adj,,chậm chạp,slow
7-9,幻觉,huànjué,huyễn giác,幻覺,N,,ảo giác/ảo tưởng/sản phẩm của trí tưởng tượng,illusion; hallucination; figment of one's imagination
7-9,幻影,huànyǐng,huyễn ảnh,幻影,N,,ảo ảnh/ảo tưởng,phantom; mirage
7-9,换成,huànchéng,hoán thành,換成,,,đổi (cái này) lấy (cái khác)/thay thế bằng/chuyển thành,to exchange (sth) for (sth else); to replace with; to convert into
7-9,换取,huànqǔ,hoán thủ,換取,V,,để đạt được (cái gì đó) bằng cách trao đổi/đổi (cái gì đó) lấy (cái gì đó khác),to obtain (sth) in exchange; to exchange (sth) for (sth else)
7-9,换位,huànwèi,hoán vị,換位,V,,đổi chỗ/(logic) chuyển đổi/(bảo dưỡng xe) đảo lốp,to swap places; (logic) conversion; (car maintenance) to rotate (tires)
7-9,换言之,huànyánzhī,hoán ngôn chi,換言之,,,nói cách khác,in other words
7-9,唤起,huànqǐ,hoán khởi,喚起,V,,"đánh thức (hành động)/khuấy động (quần chúng)/gợi lên (sự chú ý, hồi tưởng,...)","to waken (to action); to rouse (the masses); to evoke (attention, recollection etc)"
7-9,患,huàn,hoạn,患,V,,bị (bệnh)/mắc (bệnh)/bất hạnh/rắc rối/nguy hiểm/lo lắng,to suffer (from illness); to contract (a disease); misfortune; trouble; danger; worry
7-9,患病,huànbìng,hoạn bệnh,患病,V,,bị ốm,to fall ill
7-9,患有,huànyǒu,hoạn hữu,患有,,,mắc (bệnh)/bị ảnh hưởng bởi/chịu đựng,to contract (an illness); to be afflicted with; to suffer from
7-9,焕发,huànfā,hoán phát,煥發,V,,toả sáng/rạng rỡ/phát ra/chớp lên,to shine; to glow; to irradiate; to flash
7-9,荒,huāng,hoang,荒,V,,hoang vu/thiếu hụt/khan hiếm/không còn thực hành nữa/vô lý/chưa canh tác/sao lãng,desolate; shortage; scarce; out of practice; absurd; uncultivated; to neglect
7-9,荒诞,huāngdàn,hoang đản,荒誕,Adj,,khó tin/không thể tin được/lố bịch/phi thường,beyond belief; incredible; preposterous; fantastic
7-9,荒凉,huāngliáng,hoang lương,荒涼,Adj,,hoang vắng,desolate
7-9,荒谬,huāngmiù,hoang mậu,荒謬,Adj,,phi lý/nực cười,absurd; ridiculous
7-9,慌乱,huāngluàn,hoảng loạn,慌亂,Adj,,cuống cuồng/vội vã,frenetic; hurried
7-9,慌张,huāngzhāng,hoảng trương,慌張,Adj,,bối rối/kích động,flustered; agitated
7-9,皇宫,huánggōng,hoàng cung,皇宮,N,,hoàng cung,imperial palace
7-9,皇后,huánghòu,hoàng hậu,皇后,N,,hoàng hậu,empress; imperial consort
7-9,皇上,huángshang,hoàng thượng,皇上,N,,hoàng thượng/Bệ hạ hoàng đế/Hoàng đế bệ hạ,the emperor; Your majesty the emperor; His imperial majesty
7-9,皇室,huángshì,hoàng thất,皇室,N,,hoàng gia/hoàng tộc/thành viên hoàng gia,royal family; imperial household; member of the royal family
7-9,黄昏,huánghūn,hoàng hôn,黃昏,N,,chạng vạng/buổi tối/hoàng hôn,dusk; evening; nightfall
7-9,恍然大悟,huǎngrán-dàwù,hoảng nhiên đại ngộ,恍然大悟,,,đột nhiên nhận ra; bỗng nhiên hiểu ra,to suddenly realize; to suddenly see the light
7-9,晃,huǎng,hoàng,晃,V,,lung lay/rung lắc/đi lang thang,variant of 晃
7-9,谎话,huǎnghuà,hoang thoại,謊話,N,,lời nói dối,lie
7-9,谎言,huǎngyán,hoang ngôn,謊言,N,,lời nói dối,lie
7-9,晃,huàng,hoàng,晃,V,,lung lay/rung lắc/đi lang thang,variant of 晃
7-9,晃荡,huàngdang,hoàng đãng,晃蕩,V,,lắc/lắc lư/rung lắc,to rock; to sway; to shake
7-9,灰,huī,hôi,灰,N/Adj,,tro/bụi/vôi/màu xám/nạn chí; chán nản,ash; dust; lime; gray; discouraged; dejected
7-9,灰尘,huīchén,hôi trần,灰塵,N,,bụi,dust
7-9,灰心,huīxīn,hôi tâm,灰心,,,nản lòng/mất tinh thần,to lose heart; to be discouraged
7-9,挥,huī,huy,揮,V,,vẫy/vung/chỉ huy/tiến hành/rải/rã,to wave; to brandish; to command; to conduct; to scatter; to disperse
7-9,辉煌,huīhuáng,huy hoàng,輝煌,Adj,,rực rỡ/vẻ vang,splendid; glorious
7-9,回归,huíguī,hồi quy,回歸,V,,trở về/rút lui/hồi quy (thống kê),to return to; to retreat; regression (statistics)
7-9,回扣,huíkòu,hồi khấu,回扣,N,,tiền môi giới/hoa hồng trả cho người trung gian/nói giảm nói tránh cho hối lộ/tiền lại quả,brokerage; a commission paid to a middleman; euphemism for a bribe; a kickback
7-9,回馈,huíkuì,hồi quỹ,回饋,V,,đáp lại ân huệ/đưa trở lại/phản hồi,to repay a favor; to give back; feedback
7-9,回落,huíluò,hồi lạc,回落,V,,"rơi xuống/trở về mức thấp sau khi tăng (mực nước, giá cả, v.v.)","to fall back; to return to low level after a rise (in water level, price etc)"
7-9,回升,huíshēng,hồi thăng,回升,V,,"tăng trở lại sau khi giảm/phục hồi/phục hồi (thị trường chứng khoán, v.v.)",to rise again after a fall; to pick up; rally (stock market etc)
7-9,回首,huíshǒu,hồi thủ,回首,V,,quay đầu lại; nhìn lại/(bóng) nhớ về quá khứ,to turn around; to look back; (fig.) to recall the past
7-9,回味,huíwèi,hồi vị,回味,N/V,,nhớ lại và suy ngẫm/dư vị,to call to mind and ponder over; aftertaste
7-9,回想,huíxiǎng,hồi tưởng,回想,V,,hồi tưởng/nhớ lại/nghĩ lại,to recall; to recollect; to think back
7-9,回忆录,huíyìlù,hồi ức lục,回憶錄,N,,hồi ký,memoir
7-9,悔恨,huǐhèn,hối hận,悔恨,V,,hối hận/ăn năn,remorse; repentance
7-9,毁坏,huǐhuài,hủy phôi,毀壞,V,,làm hỏng/tàn phá/phá hoại/hư hỏng/sự phá hủy,to damage; to devastate; to vandalize; damage; destruction
7-9,毁灭,huǐmiè,hủy diệt,毀滅,V,,diệt vong/phá hủy/tiêu diệt,to perish; to ruin; to destroy
7-9,汇合,huìhé,hối hợp,匯合,V,,hợp lưu/hội tụ/gia nhập/hợp nhất/sự hợp nhất,confluence; to converge; to join; to fuse; fusion
7-9,汇集,huìjí,hối tập,匯集,V,,thu thập/biên soạn/hội tụ,to collect; to compile; to converge; also written 汇集
7-9,汇聚,huìjù,hối tụ,匯聚,V,,hội tụ/tụ lại cùng nhau,convergence; to come together
7-9,会场,huìchǎng,hội tràng,會場,N,,nơi họp/nơi tụ tập của mọi người/lượng từ: 個|个[ge4],meeting place; place where people gather
7-9,会面,huìmiàn,hội diện,會面,,,gặp gỡ/cuộc gặp,to meet with; meeting
7-9,会晤,huìwù,hội ngộ,會晤,V,,gặp gỡ/cuộc gặp/hội nghị,to meet; meeting; conference
7-9,会意,huìyì,hội ý,會意,V,,"chữ hội ý (một trong Lục Thư 六書|六书[liu4 shu1] phương pháp cấu thành chữ Hán)/chữ Hán kết hợp ý nghĩa của các thành tố có sẵn/còn gọi là chữ kết hợp ý hay hợp thể/phân biệt mà không cần nói rõ/hiểu ra/ngầm hiểu (nụ cười, ánh nhìn, v.v.)","combined ideogram (one of the Six Methods 六书 of forming Chinese characters); Chinese character that combines the meanings of existing elements; also known as joint ideogram or associative compound; to comprehend without being told explicitly; to cotton on; knowing (smile, glance etc)"
7-9,会诊,huìzhěn,hội chẩn,會診,,,hội chẩn (y tế)/gặp để chẩn đoán/(mở rộng) tư vấn từ các chuyên gia khác nhau,consultation (medical); to meet for diagnosis; (by extension) consultation of different specialists
7-9,绘声绘色,huìshēng-huìsè,hội thanh hội sắc,繪聲繪色,,,sinh động và đầy màu sắc (thành ngữ); chân thực và sống động/sinh động và hiện thực,vivid and colorful (idiom); true to life; lively and realistic
7-9,贿赂,huìlù,hối lộ,賄賂,V/N,,hối lộ/một khoản hối lộ,to bribe; a bribe
7-9,昏迷,hūnmí,hôn mê,昏迷,V,,mất ý thức/hôn mê/mê muội/choáng váng/mất phương hướng,to lose consciousness; to be in a coma; stupor; coma; stunned; disoriented
7-9,婚纱,hūnshā,hôn sa,婚紗,N,,váy cưới/LT:身[shen1],wedding dress
7-9,婚姻,hūnyīn,hôn nhân,婚姻,N,,"hôn nhân; hôn phối/LT:樁|桩[zhuang1],次[ci4]",matrimony; wedding; marriage
7-9,浑身,húnshēn,hồn thân,渾身,N,,khắp người/từ đầu đến chân,all over; from head to foot
7-9,魂,hún,hồn,魂,N,,linh hồn; tinh thần; linh hồn bất tử (có thể tách rời khỏi cơ thể),old variant of 魂
7-9,混凝土,hùnníngtǔ,hỗn ngưng thổ,混凝土,N,,bê tông,concrete
7-9,混淆,hùnxiáo,hỗn hào,混淆,V,,làm mờ/làm rối/trộn lẫn/làm nhòe/gây hiểu lầm,to obscure; to confuse; to mix up; to blur; to mislead
7-9,混浊,hùnzhuó,hỗn trọc,混濁,Adj,,đục/lầy lội/bẩn,turbid; muddy; dirty
7-9,豁,huō,khoát,豁,V,,mở; rõ ràng; rộng rãi; hào phóng/miễn; giảm,to play Chinese finger-guessing game
7-9,豁出去,huōchuqu,khoát xuất khứ,豁出去,,,liều lĩnh/đánh liều/quyết chơi tới cùng,to throw caution to the wind; to press one's luck; to go for broke
7-9,活该,huógāi,hoạt cai,活該,V,,(khẩu ngữ) đáng đời/xứng đáng/nên/phải,(coll.) serve sb right; deservedly; ought; should
7-9,活期,huóqī,hoạt kỳ,活期,Adj,,(ngân hàng) (tài khoản) vãng lai/tài khoản séc/ký quỹ không kỳ hạn (v.v.),(banking) current (account); checking (account); demand (deposit etc)
7-9,活儿,huór,hoạt nhân,活兒,N,,công việc/(nhiều) việc phải làm,work; (lots of) things to do
7-9,火暴,huǒbào,hỏa bạo,火暴,Adj,,biến thể của 火爆[huo3 bao4],variant of 爆
7-9,火锅,huǒguō,hỏa oa,火鍋,N,,lẩu,hotpot
7-9,火候,huǒhou,hỏa hậu,火候,N,,kiểm soát lửa/(bóng) sự thành thạo/(bóng) thời điểm quan trọng,heat control; (fig.) mastery; (fig.) crucial moment
7-9,火花,huǒhuā,hỏa hoa,火花,N,,tia lửa/tia sáng,spark; sparkle
7-9,火炬,huǒjù,hỏa cự,火炬,N,,đuốc (đang cháy)/LT:把[ba3],(flaming) torch
7-9,火辣辣,huǒlàlà,hỏa lạt lạt,火辣辣,Adj,,nóng rát/nóng bỏng/thô lỗ và thẳng thắn/khiêu khích/quyến rũ,painful heat; scorching; painful heat; rude and forthright; provocative; hot; sexy
7-9,火热,huǒrè,hỏa nhiệt,火熱,Adj,,nóng bỏng/rực cháy/nhiệt tình/nồng nhiệt/đam mê,fiery; burning; fervent; ardent; passionate
7-9,火山,huǒshān,hỏa san,火山,N,,núi lửa,volcano
7-9,火速,huǒsù,hỏa tốc,火速,Adv,,tốc độ cao/nhanh chóng,at top speed; at a tremendous lick
7-9,火焰,huǒyàn,hỏa diễm,火焰,N,,ngọn lửa/lửa,blaze; flame
7-9,火药,huǒyào,hỏa dược,火藥,N,,thuốc súng,gunpowder
7-9,伙食,huǒshí,hỏa thực,伙食,N,,thức ăn/bữa ăn,food; meals
7-9,或多或少,huòduō-huòshǎo,hoặc đa hoặc thiểu,或多或少,,,ít nhiều,more or less
7-9,货币,huòbì,hóa tệ,貨幣,N,,tiền tệ/thuộc về tiền tệ/tiền,currency; monetary; money
7-9,货车,huòchē,hóa xa,貨車,N,,xe tải/xe van/toa hàng,truck; van; freight wagon
7-9,货物,huòwù,hóa vật,貨物,N,,hàng hóa/LT:宗[zong1],goods; commodity; merchandise
7-9,货运,huòyùn,hóa vận,貨運,N,,vận chuyển hàng hóa/hàng hóa/vật phẩm được vận chuyển,freight transport; cargo; transported goods
7-9,获胜,huòshèng,hoạch thắng,獲勝,V,,chiến thắng/thắng/đánh bại,victorious; to win; to triumph
7-9,获悉,huòxī,hoạch tất,獲悉,V,,biết được gì đó/phát hiện ra/nhận được tin,to learn of sth; to find out; to get news
7-9,祸害,huòhai,họa hại,禍害,N/V,,thảm họa/tác hại/tai họa/người xấu/tàn phá/gây hại/phá hoại,disaster; harm; scourge; bad person; to damage; to harm; to wreck
7-9,霍乱,huòluàn,hoắc loạn,霍亂,N,,bệnh tả,cholera
7-9,豁达,huòdá,khoát đạt,豁達,Adj,,lạc quan/lạc quan vui vẻ/hào phóng/độ lượng/cởi mở,optimistic; sanguine; generous; magnanimous; open-minded
7-9,几率,jīlǜ,kỷ suất,幾率,N,,xác suất/tỷ lệ,probability; odds
7-9,讥笑,jīxiào,ky tiếu,譏笑,V,,chế giễu,to sneer
7-9,饥饿,jī'è,cơ ngạ,飢餓,Adj,,đói/sự đói kém/nạn đói,hunger; starvation; famine
7-9,机舱,jīcāng,ky thương,機艙,N,,khoang máy bay,cabin of a plane
7-9,机动,jīdòng,ky động,機動,Adj,,"động cơ/cơ giới/chạy bằng động cơ/thích ứng/linh hoạt (sử dụng, xử lý, thời gian, v.v.)","locomotive; motorized; power-driven; adaptable; flexible (use, treatment, timing etc)"
7-9,机灵,jīling,ky linh,機靈,Adj,,thông minh/nhanh trí,clever; quick-witted
7-9,机密,jīmì,ky mật,機密,Adj/N,,bí mật/thông tin mật,secret; classified (information)
7-9,机智,jīzhì,ky trí,機智,Adj,,nhanh trí/thông minh ứng biến,quick-witted; resourceful
7-9,肌肤,jīfū,cơ phu,肌膚,N,,da/thịt/nghĩa bóng: mối quan hệ thể xác gần gũi,skin; flesh; fig. close physical relationship
7-9,积,jī,tích,積,V,,tích lũy; gom góp; lưu trữ/(toán) tích (kết quả của phép nhân)/(y học cổ truyền) táo bón; khó tiêu,to amass; to accumulate; to store; measured quantity (such as area of volume); product (the result of multiplication); to integrate (math.); to solve (or integrate) an ordinary differential equation (math.); old; long-standing
7-9,积淀,jīdiàn,tích điến,積澱,V/N,,"lắng đọng tích tụ qua thời gian/bóng kinh nghiệm quý báu, trí tuệ tích lũy","deposits accumulated over long periods; fig. valuable experience, accumulated wisdom"
7-9,积蓄,jīxù,tích súc,積蓄,V/N,,tiết kiệm; để dành/tiền tiết kiệm,to save; to put aside; savings
7-9,基本功,jīběngōng,cơ bổn công,基本功,N,,kỹ năng cơ bản/nền tảng,basic skills; fundamentals
7-9,基层,jīcéng,cơ tằng,基層,N,,cấp cơ sở/đơn vị cơ sở/tầng nền,basic level; grassroots unit; basement layer
7-9,基因,jīyīn,cơ nhân,基因,N,,gen (từ mượn),gene (loanword)
7-9,基于,jīyú,cơ vu,基於,Prep,,bởi vì/trên cơ sở/xét theo/do,because of; on the basis of; in view of; on account of
7-9,基准,jīzhǔn,cơ chuẩn,基準,N,,(trắc địa) mốc chuẩn/tiêu chuẩn; tiêu chí; chuẩn so sánh,(surveying) datum; standard; criterion; benchmark
7-9,畸形,jīxíng,ki hình,畸形,Adj,,bị biến dạng; dị dạng/lệch lạc; không cân đối,deformity; abnormality
7-9,激发,jīfā,kích phát,激發,V,,khơi dậy/kích thích/(vật lý) kích thích,to arouse; to stimulate; (physics) to excite
7-9,激光,jīguāng,kích quang,激光,N,,laser,laser
7-9,激化,jīhuà,kích hóa,激化,V,,làm trầm trọng hơn,to intensify
7-9,激活,jīhuó,kích hoạt,激活,V,,kích hoạt,to activate
7-9,激励,jīlì,kích lệ,激勵,V,,khích lệ/thúc giục/động lực/khuyến khích,to encourage; to urge; motivation; incentive
7-9,激起,jīqǐ,kích khởi,激起,V,,khơi dậy/gợi lên/gây ra/kích động,to arouse; to evoke; to cause; to stir up
7-9,激素,jīsù,kích tố,激素,N,,hormone,hormone
7-9,及,jí,cập,及,Conj,,và/để đạt tới/lên đến/kịp lúc cho,and; to reach; up to; in time for
7-9,及其,jí qí,cập kỳ,及其,,,(liên từ nối hai danh từ) và của...; và của họ...; và của anh ấy...; và của cô ấy...,(conjunction linking two nouns) and its ...; and their ...; and his ...; and her ...
7-9,及早,jízǎo,cập tảo,及早,Adv,,càng sớm càng tốt; sớm nhất có thể,at the earliest possible time; as soon as possible
7-9,吉普,jípǔ,cát phổ,吉普,N,,thương hiệu xe Jeep,Jeep (car brand)
7-9,吉他,jítā,cát tha,吉他,N,,đàn guitar (từ mượn)/LT:把[ba3],guitar (loanword)
7-9,吉祥物,jíxiángwù,cát tường vật,吉祥物,N,,linh vật,mascot
7-9,级别,jíbié,cấp biệt,級別,N,,cấp bậc (quân sự)/mức độ/hạng,(military) rank; level; grade
7-9,极度,jídù,cực độ,極度,Adv,,cực kỳ,extremely
7-9,极力,jílì,cực lực,極力,Adv,,nỗ lực hết sức/bằng mọi giá,to make a supreme effort; at all costs
7-9,极少数,jí shǎoshù,cực thiểu sổ,極少數,,,cực kỳ ít/một số ít,extremely few; a small minority
7-9,极为,jíwéi,cực vi,極為,Adv,,cực kỳ/vô cùng,extremely; exceedingly
7-9,极限,jíxiàn,cực hạn,極限,N,,giới hạn/ranh giới cực đại,limit; extreme boundary
7-9,即,jí,tức,即,Adv,,tức là/nghĩa là/tức/thúc giục/ngay lập tức/hiện tại/thậm chí nếu/được thúc đẩy (bởi tình huống)/tiếp cận/tiếp xúc/nhậm (chức)/đến gần,namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near
7-9,即便,jíbiàn,tức tiện,即便,Conj,,dù cho/mặc dù/ngay lập tức/lập tức,even if; even though; right away; immediately
